administration,parcelLocation,totalArea,landPurpose,signTime,projectName,projectLocation,area,landSource,supplyType,landUsegeTerm,classification,landLevel,transferPrice,issue,paymentDate,paymentAmount,remark,landHolder,plotRatioUP,plotRatioLOWER,agreedDeliveryTime,agreedStartTime,agreedCompletionTime,actualStartTime,actualCompletionTime,approvedUnit,contractTime,crawlingTime,url,md5Mark,
广州市本级,黄埔区港前路延长线以南、乌涌以东,0.8797,批发零售用地,2018-05-02,文冲石禾围商业办公楼,黄埔区港前路延长线以南、乌涌以东,0.8797,新增建设用地,划拨,,基层群众自治组织,基层群众自治组织土地级别：七级,,,,,,广州市黄埔区文冲街文冲股份经济联合社,,4.5,2018-05-02,2020-06-02,2021-10-05,,,广州市人民政府,2018-05-02,2020-04-15 11:28:20,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586921290175&__boxModel__=true&op=page_content&sessionID=52415&pn=1,cd4703689ed6fe8f28642c267cd5822a,
鹤山市,鹤山市雅瑶镇朝阳工业区,1.838383,工业用地,2019-05-09,江门和乐实业有限公司,鹤山市雅瑶镇朝阳工业区,1.838383,现有建设用地,协议出让,35,造纸及纸质品业,造纸及纸质品业土地级别：二级,394.33,1|,2019-06-08,394.33|, ,江门和乐实业有限公司,1.2,,2019-05-09,2020-05-09,2021-05-09,,,鹤山市人民政府,2019-05-09,2020-04-15 11:28:20,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586921290769&__boxModel__=true&op=page_content&sessionID=85371&pn=1,654f4c07d7273ecbfd8c6bd8cb729d02,
深圳市本级,深圳市盐田区深盐路旁,0.899381,公共设施用地,2016-05-24,220KV碧波（沙头角）输变电工程,深圳市盐田区深盐路旁,0.899381,现有建设用地,协议出让,30,公共设施管理业,公共设施管理业土地级别：四级,899.4745,1|,2016-05-24,899.4745|, ,深圳供电局有限公司,,0.81,2016-05-24,2018-05-24,2019-05-23,2018-12-26,,,2016-05-24,2020-04-15 11:28:23,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586921292957&__boxModel__=true&op=page_content&sessionID=1444&pn=1,3e668e419c1f1326f3a59d5a80ef7b17,
兴宁市,秀塘围兴福花园第10栋40号杂房,0.000049,城镇住宅用地,2019-10-16,划拨土地补办出让,秀塘围兴福花园第10栋40号杂房,0.000049,现有建设用地,协议出让,70,房地产业,房地产业土地级别：四级,0.0207,1|,2019-10-31,0.0207|, ,杨小连、曾二凤,,8.3,,,,,,兴宁市人民政府,2019-10-16,2020-04-15 11:28:23,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586921293592&__boxModel__=true&op=page_content&sessionID=32256&pn=1,67ebc311c31cf528fa9b40737aac7abf,
南海区,佛山市南海区狮山镇松岗松夏工业园地段C1地块,3.81209,工业用地,2013-01-18,工业用地,佛山市南海区狮山镇松岗松夏工业园地段C1地块,3.81209,现有建设用地,挂牌出让,50,汽车制造,汽车制造土地级别：五级,1281,1|,2013-02-17,1281|, ,佛山星宇车灯有限公司,0.8,2.5,2013-01-18,2015-11-06,2017-11-05,2014-01-18,,佛山市人民政府,2013-01-18,2020-04-15 11:28:24,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586921293932&__boxModel__=true&op=page_content&sessionID=56349&pn=1,898d6de1d491d1c7f15ee6aafbb3ff4d,
南海区,佛山市南海区桂城街道三山新城创智新城NH-A-12-03-01-27号地块,0.8137,工业用地,2018-09-29,工业用地,佛山市南海区桂城街道三山新城创智新城NH-A-12-03-01-27号地块,0.8137,现有建设用地,挂牌出让,50,通讯设备、计算机及其他电子设备制造业,通讯设备、计算机及其他电子设备制造业土地级别：二级,672,1|,2018-10-29,672|, ,广东南海启明光大科技有限公司,0.8,2.5,2018-09-29,2019-09-29,2021-09-29,,,佛山市人民政府,2018-09-29,2020-04-15 11:28:24,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586921294595&__boxModel__=true&op=page_content&sessionID=83334&pn=1,273f3da3232745b3a4aada329636d35d,
深圳市本级,布吉街道,1.001385,其他商服用地,2016-10-31,深圳市布吉股份合作公司补划非农建设用地选址,布吉街道,1.001385,现有建设用地,协议出让,40,商务服务业,商务服务业土地级别：五级,848.0495,1|,2016-10-31,848.0495|, ,深圳市鸿瑞房地产开发有限公司,1,3.5,2016-10-31,2017-10-31,2020-04-30,2017-05-26,2018-11-12,深圳市人民政府,2016-10-31,2020-04-15 11:28:25,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586921295197&__boxModel__=true&op=page_content&sessionID=49468&pn=1,4543e725ef9096325f068e7109737f88,
陆丰市,陆丰市湖东镇镇府东边宁光居委员会属下,0.19097,其他普通商品住房用地,2018-12-12,陆丰市辉轩房地产开发有限公司,陆丰市湖东镇镇府东边宁光居委员会属下,0.19097,新增建设用地(来自存量库),协议出让,70,房地产业,房地产业土地级别：八级,137.5158,1|,2018-12-12,137.5158|, ,陆丰市辉轩房地产开发有限公司,2,3,2019-02-28,2019-10-30,2022-10-29,2019-10-30,,陆丰市人民政府,2018-12-12,2020-04-15 11:28:26,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586921295756&__boxModel__=true&op=page_content&sessionID=22062&pn=1,efbe71483b7dd2e08880f157c5dd7a71,
陆丰市,陆丰市湖东镇镇府南边后陂坑村委会属下,0.4088,其他普通商品住房用地,2018-12-12,陆丰市辉轩房地产开发有限公司,陆丰市湖东镇镇府南边后陂坑村委会属下,0.4088,现有建设用地,协议出让,70,房地产业,房地产业土地级别：八级,258.3176,1|,2019-01-11,258.3176|, ,陆丰市辉轩房地产开发有限公司,2,3,2019-02-28,2019-10-30,2022-10-29,2019-10-30,,陆丰市人民政府,2018-12-12,2020-04-15 11:28:27,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586921297687&__boxModel__=true&op=page_content&sessionID=353&pn=1,7b008b76f6565e9a263188e90435b737,
陆丰市,陆丰市湖东镇镇府西边竹湖村委属下,0.06447,其他普通商品住房用地,2018-12-12,陆丰市辉轩房地产开发有限公司,陆丰市湖东镇镇府西边竹湖村委属下,0.06447,现有建设用地,协议出让,70,房地产业,房地产业土地级别：八级,42.5674,1|,2018-12-12,42.5674|, ,陆丰市辉轩房地产开发有限公司,2,3,2019-02-28,2019-10-30,2022-10-29,2019-10-30,,陆丰市人民政府,2018-12-12,2020-04-15 11:28:29,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586921299028&__boxModel__=true&op=page_content&sessionID=96315&pn=1,24eaf3d2f72355632d59045dc736648a,
清远市本级,清城区石角镇灵洲村委会凤凰村大头形,3.125251,其他普通商品住房用地,2009-10-28,新联达制品公司,清城区石角镇灵洲村委会凤凰村大头形,3.125251,现有建设用地,挂牌出让,50,塑料制品业,塑料制品业土地级别：八级,1312.61,1|,2009-10-28,1312.61|, ,新联达（清远）玩具塑料制品有限公司,,2,2009-11-08,2010-09-27,2013-09-27,,,清远市人民政府,2009-10-28,2020-04-15 11:28:29,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586921299396&__boxModel__=true&op=page_content&sessionID=44085&pn=1,1b6a8eeb46099cd6565e1bffbd912844,
深圳市本级,龙岗区龙岗街道,1.932185,中低价位、中小套型普通商品住房用地,2013-11-21,黄阁坑征地返还用地新生片区05-09地块,龙岗区龙岗街道,1.932185,新增建设用地(来自存量库),协议出让,70,房地产业,房地产业土地级别：五级,883.2694,1|,2013-11-21,883.2694|, ,深圳市黄阁坑股份合作公司,1,3.2,2018-11-21,2019-11-21,2022-05-21,2019-03-14,,深圳市人民政府,2013-11-21,2020-04-15 11:28:31,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586921300959&__boxModel__=true&op=page_content&sessionID=28068&pn=1,e73502922ad980d236ee6a835a9a8b1d,
茂港区,茂名高新区食品加工区,0.177263,工业用地,2016-12-05,广东金维牛奶有限公司,茂名高新区食品加工区,0.177263,新增建设用地(来自存量库),挂牌出让,50,饮料制造业,饮料制造业土地级别：七级,53.18,1|,2017-01-04,53.18|, ,广东金维牛奶有限公司,,1.8,2016-12-05,2017-06-05,2019-06-05,2017-06-05,2019-06-05,茂名市人民政府,2016-12-05,2020-04-15 11:28:32,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586921301681&__boxModel__=true&op=page_content&sessionID=15612&pn=1,a51158279b094eea1c851af6877fc653,
深圳市本级,福田区,0.1045,公路用地,2009-10-31,国检大厦西侧道路工程,福田区,0.1045,现有建设用地,划拨,,国家机构,国家机构土地级别：一级,0,,,,,深圳市建筑工务署,,,2014-04-25,2016-04-23,2018-04-23,2014-04-25,,深圳市人民政府,2009-10-31,2020-04-15 11:28:32,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586921302368&__boxModel__=true&op=page_content&sessionID=8744&pn=1,80bebb8cd6e6935b4f2cff4d0aa95768,
揭东县,揭东县地都镇开发区,0.4667,工业用地,2013-02-28,揭东县华晶玻璃有限公司划拨补办出让,揭东县地都镇开发区,0.4667,现有建设用地,协议出让,50,其它,其它土地级别：十级,49.4702,1|,2013-03-30,49.4702|, ,揭东县华晶玻璃有限公司,,,,,,,,揭东县人民政府,2013-02-28,2020-04-15 11:28:36,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586921306448&__boxModel__=true&op=page_content&sessionID=26846&pn=1,3d7d5b63e2d71a31e2b63eece3fabd14,
深圳市本级,公明街道,3.24,街巷用地,2009-11-05,风景南路（通兴路-松白路),公明街道,3.24,新增建设用地,划拨,,群众团体、社会团体和宗教组织,群众团体、社会团体和宗教组织土地级别：四级,,,,,,公明办事处,,,2009-11-05,2010-11-05,2011-11-05,2010-11-05,,深圳市人民政府,2009-11-05,2020-04-15 11:28:37,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586921307082&__boxModel__=true&op=page_content&sessionID=30099&pn=1,011ed1f9c85e9a4bf995a22be887bc96,
始兴县,始兴县太平镇解放路25号东门路口（现地址：始兴县太平镇下枫山住宅区9栋）,0.001248,城镇住宅用地,2020-03-30,始兴县太平镇解放路25号东门路口（现地址：始兴县太平镇下枫山住宅区9栋）,始兴县太平镇解放路25号东门路口（现地址：始兴县太平镇下枫山住宅区9栋）,0.001248,现有建设用地,协议出让,70,房地产业,房地产业土地级别：一级,2.169,1|,2020-04-29,2.169|, ,陈晓龙,,,,,,,,始兴县人民政府,2020-03-30,2020-04-15 11:28:38,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586921308531&__boxModel__=true&op=page_content&sessionID=21674&pn=1,be2b77d51a421e6d1df66681702383f1,
兴宁市,兴田一路386号303房,0.0014,城镇住宅用地,2019-09-17,划拨土地补办出让,兴田一路386号303房,0.0014,现有建设用地,协议出让,70,房地产业,房地产业土地级别：四级,0.5599,1|,2019-10-02,0.5599|, ,广东省兴宁市燃料公司,4.79,4.79,,,,,,兴宁市人民政府,2019-09-17,2020-04-15 11:28:39,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586921309958&__boxModel__=true&op=page_content&sessionID=97995&pn=1,fed5bb372f6105994128b82bded6d5dd,
深圳市本级,光明新区,6.013353,公路用地,2009-11-13,钟表基地长春南路,光明新区,6.013353,新增建设用地(来自存量库),划拨,,国家机构,国家机构土地级别：四级,,,,,,深圳市光明新区公明投资服务中心,,,2009-11-13,2016-11-11,2017-11-12,2010-03-12,,深圳市人民政府,2009-11-13,2020-04-15 11:28:40,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586921310697&__boxModel__=true&op=page_content&sessionID=45154&pn=1,f08f86ae012b86005c67fa7fe1656a37,
萝岗区,广州开发区东勤路以南、枝山一纵路以西,2.9903,工业用地,2016-06-29,广州方邦电子股份有限公司,广州开发区东勤路以南、枝山一纵路以西,2.9903,新增建设用地,挂牌出让,50,计算机服务业,计算机服务业土地级别：三级,2790,1|,2016-07-29,2790|, ,广州方邦电子股份有限公司,1,3,2018-10-08,2019-10-08,2021-03-31,,,广州开发区管理委员会人民政府,2016-06-29,2020-04-15 11:28:42,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586921313351&__boxModel__=true&op=page_content&sessionID=19847&pn=1,39b1376a58a7f0091f87d000d83da3fc,
肇庆市本级,肇庆新区321国道东侧、砚阳路北侧,17.547398,医卫慈善用地,2013-12-19,中山大学附属第三医院肇庆医院,肇庆新区321国道东侧、砚阳路北侧,17.547398,现有建设用地,划拨,,卫生,卫生土地级别：四级,0,,,,,肇庆新区投资发展有限公司,1,1.8,2013-12-19,2013-12-19,2015-12-18,2013-12-30,,肇庆新区管理委员会人民政府,2013-12-19,2020-04-15 11:28:43,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586921313803&__boxModel__=true&op=page_content&sessionID=51567&pn=1,909c12e6e53f3b699d5010acd33aed39,
徐闻县,西连圩新市路西侧,0.01714,其他普通商品住房用地,2016-07-04,住宅用地,西连圩新市路西侧,0.01714,现有建设用地,拍卖出让,70,房地产业,房地产业土地级别：十一级,59,1|,2016-07-14,59|, ,苏爱华,1,4.5,2016-07-30,2017-06-30,2019-06-30,2017-04-18,2019-05-10,徐闻县人民政府,2016-07-04,2020-04-15 11:28:44,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586921314147&__boxModel__=true&op=page_content&sessionID=50606&pn=1,90e1893c5a9a8e421b6287057440dfb1,
徐闻县,西连圩新市路西侧,0.01391,其他普通商品住房用地,2016-07-04,住宅用地,西连圩新市路西侧,0.01391,现有建设用地,拍卖出让,70,房地产业,房地产业土地级别：十一级,38,1|,2016-07-14,38|, ,邹春泽,1,4.5,2016-07-30,2017-06-30,2019-06-30,2017-04-18,2019-05-10,徐闻县人民政府,2016-07-04,2020-04-15 11:28:44,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586921314732&__boxModel__=true&op=page_content&sessionID=64853&pn=1,d0bb02352f48802254d0817e04a1b8d1,
增城市,增城市派潭镇高滩村,2.226283,其他商服用地,2009-11-26,广州大瀑布旅游开发有限公司,增城市派潭镇高滩村,2.226283,现有建设用地,挂牌出让,40,其他服务业,其他服务业土地级别：二级,730,1|2|,2009-12-25|2010-05-25,400|330|,  ,广州大瀑布旅游开发有限公司,,1,2009-11-26,2012-11-29,2014-08-29,2010-02-25,2016-11-18,增城市人民政府,2009-11-26,2020-04-15 11:28:45,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586921315311&__boxModel__=true&op=page_content&sessionID=9951&pn=1,d3098771e61329949747b2baf73c7ac4,
增城市,增城市派潭镇高滩村热水角(土名),0.125681,其他商服用地,2009-11-26,广州市增城高滩温泉酒店,增城市派潭镇高滩村热水角(土名),0.125681,现有建设用地,挂牌出让,40,其他服务业,其他服务业土地级别：一级,126,1|,2009-12-26,126|, ,广州市增城高滩温泉酒店,,2.9,2009-11-26,2010-08-25,2011-11-25,2010-01-08,2010-07-26,增城市人民政府,2009-11-26,2020-04-15 11:28:45,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586921315910&__boxModel__=true&op=page_content&sessionID=30679&pn=1,a921ab33519f196c7e3fdc3efb4a7664,
大埔县,湖寮镇山子下村大沙坝（县城工业小区内）,3.1166,工业用地,2019-09-03,梅州旭平首饰有限公司国有土地使用权网上出让,湖寮镇山子下村大沙坝（县城工业小区内）,3.1166,新增建设用地,拍卖出让,50,工艺品及其他制造业,工艺品及其他制造业土地级别：十二级,872.648,1|,2019-10-03,872.648|, ,梅州旭平首饰有限公司,1.2,2.5,2019-09-30,2020-03-30,2022-03-30,2019-11-21,,大埔县人民政府,2019-09-03,2020-04-15 11:28:47,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586921317614&__boxModel__=true&op=page_content&sessionID=24366&pn=1,e6cbebd4e44f3169cd32477628dea11f,
萝岗区,广州开发区永和区新业路以东、甘竹路以南,4.024,工业用地,2014-01-21,本田技研科技（中国）有限公司,广州开发区永和区新业路以东、甘竹路以南,4.024,新增建设用地,挂牌出让,50,汽车制造,汽车制造土地级别：三级,2528,1|,2014-02-20,2528|, ,本田技研科技（中国）有限公司,1,2.5,2014-01-21,2014-07-21,2016-01-21,2014-07-21,2016-01-13,广州经济技术开发区管理委员会人民政府,2014-01-21,2020-04-15 11:28:49,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586921318697&__boxModel__=true&op=page_content&sessionID=85770&pn=1,2c8b4e40c4a0d98c144751dfb87465b6,
惠州市本级,惠州市江北JB40-04,0.7963,其他普通商品住房用地,2015-01-14,江北JB40-04号“三旧”改造项目,惠州市江北JB40-04,0.7963,新增建设用地(来自存量库),协议出让,70,房地产业,房地产业土地级别：三级,2142.1813,1|,2015-02-13,2142.1813|, ,惠州市鸿涛实业贸易有限公司,1,3.7,2015-02-15,2015-08-16,2017-08-16,,,惠州市人民政府,2015-01-14,2020-04-15 11:28:49,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586921319137&__boxModel__=true&op=page_content&sessionID=43893&pn=1,dac20d41918f2a3247067cbb2026149a,
乳源瑶族自治县,乳源县大桥镇银山南岭温泉度假村东北侧,2.874639,其他商服用地,2020-02-21,蓝山源度假区,乳源县大桥镇银山南岭温泉度假村东北侧,2.874639,新增建设用地(来自存量库),挂牌出让,40,其他服务业,其他服务业土地级别：未评估地区,2130,1|,2020-03-22,2130|, ,广东耀能温泉投资管理有限公司,,1.5,2020-03-20,2021-02-20,2023-02-19,,,乳源瑶族自治县人民政府,2020-02-21,2020-04-15 11:28:51,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586921320794&__boxModel__=true&op=page_content&sessionID=52244&pn=1,68b688ace6394afe57135c9658239c43,
广州市本级,广州市番禺区市桥街繁华路,0.3344,教育用地,2020-03-02,番禺区繁华路幼儿园建设项目,广州市番禺区市桥街繁华路,0.3344,新增建设用地,划拨,,国家机构,国家机构土地级别：八级,,,,,,广州市番禺区教育局,1,,2020-03-02,2021-03-02,2023-03-02,,,广州市人民政府,2020-03-02,2020-04-15 11:28:52,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586921321456&__boxModel__=true&op=page_content&sessionID=71559&pn=1,2406f3b147c4e82208482a17ef3ba8ca,
韶关市本级,韶关市武江区塘湾片区XH03-01-05号地块,1.7927,城镇住宅用地,2020-01-06,韶关市XH03-01-03、XH03-01-05号地块,韶关市武江区塘湾片区XH03-01-05号地块,1.7927,新增建设用地(来自存量库),挂牌出让,其他商服用地40年; 城镇住宅用地70,房地产业,房地产业土地级别：四级,7628,1|2|,2019-12-23|2020-12-09,3814|3814|,  ,奥园集团（韶关）有限公司,1,2.3,2020-01-10,2021-01-09,2024-01-08,,,韶关市人民政府,2020-01-06,2020-04-15 11:28:53,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586921322204&__boxModel__=true&op=page_content&sessionID=53781&pn=1,9c60a558db76f63636a8c82ce4b13eb8,
清城区,清远市清城区东城街道办事处笔架南路,0.060945,其他普通商品住房用地,2017-11-03,清远市加州房地产开发有限公司,清远市清城区东城街道办事处笔架南路,0.060945,现有建设用地,协议出让,36,房地产业,房地产业土地级别：八级,159.6112,1|,2017-12-03,159.6112|, ,清远市加州房地产开发有限公司,3.5,3.5,2017-12-03,2018-12-02,2021-12-01,2018-12-02,2019-11-01,清远市人民政府,2017-11-03,2020-04-15 11:28:57,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586921326467&__boxModel__=true&op=page_content&sessionID=87038&pn=1,c411d123213478481304cc8cae7ee5c4,
乐昌市,乐昌产业转移工业园,3.38901,工业用地,2020-03-05,乐昌产业转移工业园GL-12-01地块,乐昌产业转移工业园,3.38901,现有建设用地,挂牌出让,50,砖瓦、石材及其他建筑材料制造,砖瓦、石材及其他建筑材料制造土地级别：十级,728,1|,2020-04-04,728|, ,乐昌市恒胜环保建材有限公司,1,,2020-05-04,2020-11-04,2021-11-04,,,乐昌市人民政府,2020-03-05,2020-04-15 11:28:57,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586921327047&__boxModel__=true&op=page_content&sessionID=40542&pn=1,273850d97a226f204780fd01e4e4a6af,
电白区,茂名市电白区电海街道安乐村委会东侧(反哺创业园片区一期南侧),1.875514,工业用地,2020-03-31,广东瑞生科技集团有限公司,茂名市电白区电海街道安乐村委会东侧(反哺创业园片区一期南侧),1.875514,新增建设用地,挂牌出让,50,畜牧业,畜牧业土地级别：八级,581,1|,2020-04-26,581|, ,广东瑞生科技集团有限公司,1,2.5,2020-06-26,2020-12-26,2022-12-26,,,茂名市电白区人民政府,2020-03-31,2020-04-15 11:29:01,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586921330331&__boxModel__=true&op=page_content&sessionID=67469&pn=1,a93fff6726a528ea5e9f6ff594367942,
仲恺高新区分局,惠州仲恺高新区陈江街道东升村ZKCDS01-08号地块,0.0978,工业用地,2020-03-03,惠州市益农科技有限公司,惠州仲恺高新区陈江街道东升村ZKCDS01-08号地块,0.0978,现有建设用地,挂牌出让,50,软件业,软件业土地级别：二级,77,1|,2020-04-02,77|, ,惠州市益农科技有限公司,2,3.5,2020-03-03,2021-03-03,2024-03-03,,,惠州市人民政府,2020-03-03,2020-04-15 11:29:01,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586921331029&__boxModel__=true&op=page_content&sessionID=43441&pn=1,3394ac1cfc276e81fcfd82b467807466,
揭东县,揭东经济开发区21#地块北侧,3.37225,工业用地,2009-01-20,揭东开发区国有建设用地使用权挂牌出让,揭东经济开发区21#地块北侧,3.37225,新增建设用地,挂牌出让,50,钢压延加工,钢压延加工土地级别：十级,577,1|,2009-01-20,577|, ,揭阳市大鹏实业有限公司,2,2,2009-04-20,2010-04-20,2012-04-20,,2012-04-20,,2009-01-20,2020-04-15 11:29:04,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586921333366&__boxModel__=true&op=page_content&sessionID=29991&pn=1,473ce02da10cd3affc26aa4b5fdf3250,
揭东县,揭东区埔田镇庵后村,0.3398,工业用地,2018-01-09,揭阳市豪鑫计量器材有限公司申请划拨补办出让,揭东区埔田镇庵后村,0.3398,现有建设用地,协议出让,50,通讯设备、计算机及其他电子设备制造业,通讯设备、计算机及其他电子设备制造业土地级别：十级,103.9788,1|,2018-02-08,103.9788|, ,揭阳市豪鑫计量器材有限公司,,,,,,,,揭东区人民政府,2018-01-09,2020-04-15 11:29:04,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586921333965&__boxModel__=true&op=page_content&sessionID=89588&pn=1,c59d1279670ee2434d7cb5658f793803,
广州市本级,花都大道以南，龙港路以东,6.5475,工业用地,2019-12-20,广州空港经济区综合保税区中区CE0103005、CE0105084、CE0105005地块,花都大道以南，龙港路以东,6.5475,新增建设用地,挂牌出让,50,科技交流和推广服务业,科技交流和推广服务业土地级别：九级,14732,1|,2020-01-19,14732|, ,广东空港城物联科技有限公司,,4,2020-03-06,2020-09-06,2022-09-06,,,广州空港经济区管理委员会人民政府,2019-12-20,2020-04-15 11:29:05,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586921334628&__boxModel__=true&op=page_content&sessionID=5330&pn=1,1b9ad143554ba5c9a65d77a095b98f40,
中山市本级,中山市东凤镇永益村,2.72145,工业用地,2014-07-24,晶体硅太阳能电池及组件制造,中山市东凤镇永益村,2.72145,新增建设用地,挂牌出让,50,其它,其它土地级别：五级,1632.87,1|,2014-08-23,1632.87|, ,中山市商联光电科技有限公司,0.7,,2015-11-01,2016-10-31,2019-10-31,2017-07-25,2018-08-09,中山市人民政府,2014-07-24,2020-04-15 11:29:06,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586921335286&__boxModel__=true&op=page_content&sessionID=76809&pn=1,01e90d9b176095431f5ce5ccea3578d0,
肇庆市本级,肇庆新区长利大道北侧,17.722161,科教用地,2013-12-27,肇庆新区投资发展有限公司,肇庆新区长利大道北侧,17.722161,新增建设用地(来自存量库),协议出让,50,教育业,教育业土地级别：四级,4714.09,1|,2013-12-27,4714.09|, ,肇庆新区投资发展有限公司,0.1,0.7,2014-03-18,2014-03-18,2016-03-18,2014-03-14,,肇庆市人民政府,2013-12-27,2020-04-15 11:29:06,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586921335909&__boxModel__=true&op=page_content&sessionID=93878&pn=1,4643ce193b93f9d83f6125c1c4e52484,
从化市,从化市太平镇高埔村地段,1.1753,其他普通商品住房用地,2009-12-28,太平镇高埔村商品住宅用地,从化市太平镇高埔村地段,1.1753,新增建设用地,挂牌出让,70,房地产业,房地产业土地级别：二级,750,1|,2009-12-28,750|, ,广州市骏朗房地产开发有限公司,,2,2010-03-24,2017-11-01,2019-11-01,2012-02-16,,从化市人民政府,2009-12-28,2020-04-15 11:29:07,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586921336526&__boxModel__=true&op=page_content&sessionID=40559&pn=1,bbb35bb2e7f19421bc1650944f93f150,
深圳市本级,光明新区,1.3285,公路用地,2009-12-29,华红路(风景北路——华发北路）,光明新区,1.3285,新增建设用地(来自存量库),划拨,,国家机构,国家机构土地级别：四级,0.0001,,,,,光明新区城市建设局,0,1,2013-12-29,2019-12-15,2020-12-15,,,深圳市人民政府,2009-12-29,2020-04-15 11:29:09,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586921338387&__boxModel__=true&op=page_content&sessionID=74800&pn=1,b5fc10e58476c77a9ca0d185fdff69cb,
梅州市本级,金山办事处东厢村,22.6983,其他普通商品住房用地,2010-01-07,梅江区金山办东厢村拍卖出让,金山办事处东厢村,22.6983,新增建设用地,拍卖出让,70,房地产业,房地产业土地级别：未评估地区,292.7,1|,2010-02-06,292.7|, ,李强善,,1.2,2010-01-07,2011-01-07,2014-01-07,2011-01-07,,梅州市人民政府,2010-01-07,2020-04-15 11:29:10,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586921339794&__boxModel__=true&op=page_content&sessionID=99429&pn=1,59db13dfa61329fde8065ccea2099167,
深圳市本级,光明新区,14.983844,公路用地,2010-01-13,中央公园大道,光明新区,14.983844,新增建设用地(来自存量库),划拨,,道路运输业,道路运输业土地级别：四级,,,,,,深圳市光明新区城市建设局,,,2015-01-14,2020-01-17,2021-12-26,,,深圳市规划和国土资源委员会光明管理局人民政府,2010-01-13,2020-04-15 11:29:11,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586921340462&__boxModel__=true&op=page_content&sessionID=93997&pn=1,6f5598498730a85e36c8cb27beee3633,
